model_a,model_b,weight,n_shared_datasets
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-mdpo-2e-6-3ep-0alp-0lam,0.9854351009645004,23
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,0.980455476974134,22
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-7-2ep-0alp-0lam,0.978930682083825,24
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9777386155734775,28
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpop-3e-7-3ep-0alp-5lam,0.9772096981234949,27
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9747027650312974,27
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,reasoning-0-5b,0.9724211632487001,28
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-mdpo-0-5-1e-7-2ep-0alp-0lam,0.9720524291176017,26
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-2ep-0alp-0lam,0.971454989687479,22
100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9703324183003711,29
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,test-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,0.9678757857846423,25
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,10prymmal-3b-slerp,0.9353152979910517,29
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,ece-eiffel-3bv2,0.9249960394722279,23
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,ece-prymmal-3b-slerp-v1,0.9184671469949323,24
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,ece-prymmal-3b-slerp-v2,0.9165073749617613,24
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,ilab-merging-3b-v2,0.9078962769772636,28
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,3bgeneral-ece-prymmal-martial,0.9078816514494598,23
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,general3b-ece-prymmal-martial,0.900410122816999,24
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,ece-prymmal-yl-3b-slerp-v3,0.8756793686194354,26
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,lareneg3b-ece-prymmal-martial,0.8713131115244894,22
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9889441412387243,27
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,0.9872510402146629,22
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9844975076415398,28
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9774339778353611,30
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,gemma-2b-it,0.9770642169297975,23
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-5e-6-3ep-0alp-0lam,0.9758927646564826,29
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,100k-fineweb-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9747027650312974,27
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-2ep-0alp-0lam,0.9731960425463659,24
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpop-3e-7-3ep-0alp-5lam,0.9704387111711291,27
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,0.9703728735761917,28
10prymmal-3b-slerp,ece-prymmal-3b-slerp-v2,0.9900925048907413,30
10prymmal-3b-slerp,ece-prymmal-3b-slerp-v1,0.9885511120901881,31
10prymmal-3b-slerp,general3b-ece-prymmal-martial,0.9609422152569694,32
10prymmal-3b-slerp,10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,0.9353152979910517,29
10prymmal-3b-slerp,lareneg3b-ece-prymmal-martial,0.9305532511635137,30
10prymmal-3b-slerp,ilab-merging-3b-v2,0.9054473008970569,34
10prymmal-3b-slerp,3bgeneral-ece-prymmal-martial,0.9045697195433583,27
10prymmal-3b-slerp,ece-eiffel-3bv2,0.903119712224142,30
10prymmal-3b-slerp,test-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,0.887467333939847,32
10prymmal-3b-slerp,3prymmal-phi3-3b-slerp,0.8672536916211071,30
12b-mn-dans-reasoning-test-2,starcoder2-15b,0.8518956220473012,21
12b-mn-dans-reasoning-test-2,dans-instruct-corecurriculum-12b-chatml,0.8333450319938461,24
12b-mn-dans-reasoning-test-2,gemma-2-2b-it-ties,0.8277364506298438,15
12b-mn-dans-reasoning-test-2,llama-3-8b-instruct-ties-density-0-5,0.8152616660353456,24
12b-mn-dans-reasoning-test-2,aya-expanse-8b,0.809528755976621,23
12b-mn-dans-reasoning-test-2,tess-3-mistral-nemo-12b,0.804359645107533,25
12b-mn-dans-reasoning-test-2,mn-12b-starcannon-v2,0.7955502437815696,25
12b-mn-dans-reasoning-test-2,tess-3-7b-sft,0.7953253069751113,18
12b-mn-dans-reasoning-test-2,llama-2-13b-hf,0.7941593103254504,25
12b-mn-dans-reasoning-test-2,magpielm-8b-sft-v0-1,0.7935029111363113,25
12b-mn-dans-reasoning-test-3,mn-12b-starcannon-v2,0.8008432566970621,32
12b-mn-dans-reasoning-test-3,gemma-2-2b-it-ties,0.7941240843395153,25
12b-mn-dans-reasoning-test-3,gemma-2-2b-it-chinese-kyara-dpo,0.7624053217891362,33
12b-mn-dans-reasoning-test-3,deepthinker-7b-sce-v1,0.7466146611726638,27
12b-mn-dans-reasoning-test-3,qwen2-5-3b-infinity-instruct-0625,0.7456938069798309,31
12b-mn-dans-reasoning-test-3,tess-3-7b-sft,0.744442082237886,26
12b-mn-dans-reasoning-test-3,12b-mn-dans-reasoning-test-2,0.7325917076725664,26
12b-mn-dans-reasoning-test-3,magnum-v2-12b,0.7267127879212573,28
12b-mn-dans-reasoning-test-3,mn-12b-starcannon-v3,0.7230262028740869,33
12b-mn-dans-reasoning-test-3,magpielm-8b-sft-v0-1,0.7155291712519065,33
13-outof-32-pruned-layers-llama3-1-8b,wizardlm-13b-v1-0,0.9948260290452848,22
13-outof-32-pruned-layers-llama3-1-8b,ziya-llama-13b-v1,0.994457959390906,23
13-outof-32-pruned-layers-llama3-1-8b,armorm-llama3-8b-v0-1,0.9942221101483818,22
13-outof-32-pruned-layers-llama3-1-8b,qwen2-5-7b-nerd-uncensored-mfann-slerp,0.9936363572822703,24
13-outof-32-pruned-layers-llama3-1-8b,rombos-llm-v2-5-qwen-42b,0.9935397541081346,22
13-outof-32-pruned-layers-llama3-1-8b,minueza-32m-ultrachat,0.9931785873614527,22
13-outof-32-pruned-layers-llama3-1-8b,llama-3-2-1b-spin-iter0,0.9929962828512086,24
13-outof-32-pruned-layers-llama3-1-8b,qwen2-5-1-5b-deepseek-r1-instruct,0.9929653043258451,17
13-outof-32-pruned-layers-llama3-1-8b,weirdslerp2-25b,0.9910302408883617,26
13-outof-32-pruned-layers-llama3-1-8b,acemath-1-5b-instruct-dolphin-r1-200,0.9910148447592081,27
14b,pllum-12b-nc-chat,0.8524660819147504,24
14b,mistralai-7b-slerp-v0-1,0.8357385528975432,24
14b,mistral-7b-base-sft-kto,0.8260094585349177,24
14b,magro-7b-v1-1,0.7958084891304444,25
14b,worldbuilder-12b,0.7931238808369057,25
14b,dans-instruct-mix-8b-chatml,0.7883756425327894,26
14b,l3-1-8b-dusky-ink-v0-r1,0.782383555998229,22
14b,financialadvice-qwen2-5-7b,0.7750272779723046,22
14b,llama3-8b-supernova-spectrum-hermes-dpo,0.7722476417448689,27
14b,gemma-7b,0.765477796316695,26
1parammyl-8b-modelstock,f-5-8b,0.8967976494475133,28
1parammyl-8b-modelstock,sauerhuatuoskywork-o1-llama-3-1-8b,0.8692648080010621,31
1parammyl-8b-modelstock,distmerge-llama-3-1-8b-instruct,0.8670027182729197,33
1parammyl-8b-modelstock,f-2-8b,0.8489441988112154,31
1parammyl-8b-modelstock,dp-7-8b,0.8252721785303598,31
1parammyl-8b-modelstock,f-6-8b,0.8102115969163598,31
1parammyl-8b-modelstock,f-4-8b,0.7997472183321,25
1parammyl-8b-modelstock,f-3-8b,0.7972659082414933,33
1parammyl-8b-modelstock,f-9-8b,0.7910053341081814,29
1parammyl-8b-modelstock,defne-llama3-1-8b,0.7880409565441272,32
1up-14b,ponder-14b-linear,0.9981428795372339,29
1up-14b,lineage-14b,0.9965971802977365,24
1up-14b,nova-14b-sce,0.9947582978722146,29
1up-14b,supernova14b,0.9938072994037035,24
1up-14b,mosaic-14b-sce,0.9934191283719359,26
1up-14b,mithril-14b-sce,0.9933891979763206,27
1up-14b,rosemary-14b,0.9927776098355159,31
1up-14b,guiltyspark-14b-ties,0.991269878961478,28
1up-14b,rune-14b,0.9909948054333942,27
1up-14b,adamant-14b-sce,0.9906432782743996,28
2-prymmal-ece-2b-slerp-v1,gemma2slerp2-2-6b,0.9819624046756895,29
2-prymmal-ece-2b-slerp-v1,2-prymmal-ece-2b-slerp-v2,0.9693799731261618,27
2-prymmal-ece-2b-slerp-v1,gemma2slerp1-2-6b,0.9144313526566142,27
2-prymmal-ece-2b-slerp-v1,gemma-2-2b-it-chinese-kyara-dpo,0.8135890737014516,29
2-prymmal-ece-2b-slerp-v1,gemma-2-2b-opus-instruct,0.782269488621694,28
2-prymmal-ece-2b-slerp-v1,gemma-2-2b-stheno-filtered,0.7688107039295653,26
2-prymmal-ece-2b-slerp-v1,fimbulvetr-kuro-lotus-10-7b,0.7669236539781983,23
2-prymmal-ece-2b-slerp-v1,llama-2-7b-hf-lora-oki100p,0.7597995701055734,23
2-prymmal-ece-2b-slerp-v1,gemma-2-2b-id-instruct,0.7457487320482724,30
2-prymmal-ece-2b-slerp-v1,gemma-2-2b,0.7274056928737234,24
2-prymmal-ece-2b-slerp-v2,gemma2slerp2-2-6b,0.9707640251427018,29
2-prymmal-ece-2b-slerp-v2,2-prymmal-ece-2b-slerp-v1,0.9693799731261618,27
2-prymmal-ece-2b-slerp-v2,gemma2slerp1-2-6b,0.882033754840247,29
2-prymmal-ece-2b-slerp-v2,gemma-2-2b-opus-instruct,0.8271625441848535,30
2-prymmal-ece-2b-slerp-v2,gemma-2-2b-it,0.8062304411085726,26
2-prymmal-ece-2b-slerp-v2,fimbulvetr-kuro-lotus-10-7b,0.7992607733498834,28
2-prymmal-ece-2b-slerp-v2,gwq2b,0.7817778510257339,27
2-prymmal-ece-2b-slerp-v2,gemma-2-2b-it-ties,0.7707221657665964,20
2-prymmal-ece-2b-slerp-v2,gemma-2-2b-stheno-filtered,0.7696003069990512,27
2-prymmal-ece-2b-slerp-v2,ece-prymmal-yl-1b-slerp-v2,0.7695079862805672,23
2-prymmal-ece-7b-slerp,3blarenegv2-ece-prymmal-martial,0.9969747397527197,20
2-prymmal-ece-7b-slerp,3bgeneralv2-ece-prymmal-martial,0.9951925316130482,26
2-prymmal-ece-7b-slerp,general3bv2-ece-prymmal-martial,0.994400674201399,24
2-prymmal-ece-7b-slerp,lareneg3bv2-ece-prymmal-martial,0.9921703263661361,20
2-prymmal-ece-7b-slerp,bbai-7b-qwen2-5koen,0.9901438721152289,18
2-prymmal-ece-7b-slerp,bbai-7b-koenqwendyan,0.9891753728907222,25
2-prymmal-ece-7b-slerp,qwenslerp-7b,0.9870959054500099,19
2-prymmal-ece-7b-slerp,bbai-7b-qwendyancabslaw,0.9870509055976591,23
2-prymmal-ece-7b-slerp,qwen2-5-7b-task2,0.9867464919216011,23
2-prymmal-ece-7b-slerp,bbai-7b-qwendyankoenlo,0.9860503651587988,23
2-prymmal-ece-7b-slerp-v1,2-prymmal-ece-7b-slerp-v2,1.0,30
2-prymmal-ece-7b-slerp-v1,hare-1-1b-base,0.9901465481778714,23
2-prymmal-ece-7b-slerp-v1,smollm2-135m-pretrained-800k-fineweb-uncovai-selected,0.9858266828443073,20
2-prymmal-ece-7b-slerp-v1,armorm-llama3-8b-v0-1,0.9839006132863953,23
2-prymmal-ece-7b-slerp-v1,quokka-2-7b,0.9836903773008047,18
2-prymmal-ece-7b-slerp-v1,olmo-1b-hf,0.9829163090668391,24
2-prymmal-ece-7b-slerp-v1,weirdslerp2-25b,0.9822891208972553,24
2-prymmal-ece-7b-slerp-v1,smollm2-135m-pretrained-600k-fineweb-uncovai-selected,0.9821183453286916,22
2-prymmal-ece-7b-slerp-v1,qwen2-5-1-5b-model-stock,0.9819999682269985,23
2-prymmal-ece-7b-slerp-v1,13-outof-32-pruned-layers-llama3-1-8b,0.9812385986419112,23
2-prymmal-ece-7b-slerp-v2,2-prymmal-ece-7b-slerp-v1,1.0,30
2-prymmal-ece-7b-slerp-v2,hare-1-1b-base,0.9871290707101912,31
2-prymmal-ece-7b-slerp-v2,ziya-llama-13b-v1,0.9864728447782722,31
2-prymmal-ece-7b-slerp-v2,smollm2-135m-pretrained-800k-fineweb-uncovai-selected,0.985971327426183,29
2-prymmal-ece-7b-slerp-v2,llama-3-1-8b-instruct-orca-orpo,0.9858659759889722,31
2-prymmal-ece-7b-slerp-v2,armorm-llama3-8b-v0-1,0.9858315714629826,29
2-prymmal-ece-7b-slerp-v2,rombos-llm-v2-5-qwen-42b,0.9852000775238222,30
2-prymmal-ece-7b-slerp-v2,llama-3-2-1b-spin-iter1,0.9845756052940237,33
2-prymmal-ece-7b-slerp-v2,nucleus-22b-token-500b,0.9842126601001123,30
2-prymmal-ece-7b-slerp-v2,qwen2-5-1-5b-model-stock,0.9840589602498692,29
2-prymmal-ece-7b-slerp-v3,smollm2-135m-pretrained-800k-fineweb-uncovai-human-removed,0.9280406443693234,31
2-prymmal-ece-7b-slerp-v3,qwen2-5-1-5b-deepseek-r1-instruct,0.9238594969497326,23
2-prymmal-ece-7b-slerp-v3,2-prymmal-ece-7b-slerp-v1,0.9235343662158092,27
2-prymmal-ece-7b-slerp-v3,quokka-2-7b,0.9222370216537099,25
2-prymmal-ece-7b-slerp-v3,gemma-2b-orpo,0.9175342674067647,33
2-prymmal-ece-7b-slerp-v3,smollm-1-7b,0.9172285355278909,28
2-prymmal-ece-7b-slerp-v3,bellatrix-tiny-1b-v2,0.9144554361468602,27
2-prymmal-ece-7b-slerp-v3,codebooga-34b-v0-1,0.9138037879858405,28
2-prymmal-ece-7b-slerp-v3,2-prymmal-ece-7b-slerp-v2,0.913661186665066,35
2-prymmal-ece-7b-slerp-v3,deepseek-llama3-3-bllossom-8b-dacon-llm3,0.9131699931360907,27
2b-ad,magistrate-3-2-3b-base,0.9479990147213792,24
2b-ad,openhathi-7b-hi-v0-1-base,0.9426993342816258,22
2b-ad,gemma-2-2b-stheno-filtered,0.9352239875497642,22
2b-ad,ece-prymmal-yl-1b-slerp-v1,0.9308983433826016,23
2b-ad,qwen2-5-0-5b-sft-2e-5-2ep-mdpo-5e-6-2ep-0alp-0lam,0.9252986530034308,26
2b-ad,qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-6-3ep-0alp-5lam,0.9245399748252708,21
2b-ad,qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-1ep-0alp-5lam,0.9236446052629753,25
2b-ad,replete-coder-qwen2-1-5b,0.9231156061226138,24
2b-ad,qwen2-5-0-5b-sft-2e-5-2ep-irpo-5e-6-2ep-1alp-0lam,0.9217481857659462,19
2b-ad,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,0.9212327054193671,20
2b-or-not-2b,deepthinker-7b-sce-v1,0.9810965464397461,21
2b-or-not-2b,openhathi-7b-hi-v0-1-base,0.9810540086439764,22
2b-or-not-2b,dolly-v1-6b,0.9750633672318512,24
2b-or-not-2b,pythia-12b,0.9717362656386324,23
2b-or-not-2b,granite-3-0-3b-a800m-base,0.9712714579751767,21
2b-or-not-2b,magistrate-3-2-3b-base,0.9703585759275972,23
2b-or-not-2b,llama-3-2-1b-sydonia-0-1,0.9695272767605219,23
2b-or-not-2b,sky-ko-llama3-2-1b-lora-v2-epoch5,0.9691886260691366,24
2b-or-not-2b,llama3-2-1b-0-1-last,0.9682056145662187,23
2b-or-not-2b,d-smollm2-360m,0.963750343985247,26
2prymmal-yi1-5-6b-slerp,ece-prymmal-yl-6b-slerp-v2,0.8843492226557402,26
2prymmal-yi1-5-6b-slerp,ece-prymmal-yl-6b-slerp-v1,0.8830303128440701,24
2prymmal-yi1-5-6b-slerp,yi-1-5-6b,0.719810023729884,24
2prymmal-yi1-5-6b-slerp,yi-1-5-6b-chat,0.7143997156447924,25
2prymmal-yi1-5-6b-slerp,llama-3-8b-instruct-gradient-1048k,0.6672731580301696,26
2prymmal-yi1-5-6b-slerp,model-007-13b-v2,0.6657752264181229,23
2prymmal-yi1-5-6b-slerp,mistral7b-pairrm-sppo,0.6594807946253723,26
2prymmal-yi1-5-6b-slerp,calme-2-7-qwen2-7b,0.654343868351314,25
2prymmal-yi1-5-6b-slerp,mistral-7b-v0-3-test-e0-7,0.6494465588958868,27
2prymmal-yi1-5-6b-slerp,merlinite-7b,0.6418823367787168,25
3-prymmal-ece-7b-slerp-v1,lareneg1-78b-ece-prymmal-martial,0.9943145574208115,27
3-prymmal-ece-7b-slerp-v1,ece-1b-merge-prymmal,0.9880223432897788,27
3-prymmal-ece-7b-slerp-v1,ece-prymmal-yl-1b-slerp-v5,0.9761521487796553,27
3-prymmal-ece-7b-slerp-v1,prymmal-ece-1b-slerp-v1,0.9547194490745855,25
3-prymmal-ece-7b-slerp-v1,qwen2-5-1-5b,0.9177800520534886,28
3-prymmal-ece-7b-slerp-v1,sjt-1-5b-alpha,0.9017150563653782,24
3-prymmal-ece-7b-slerp-v1,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,0.8933149168602816,23
3-prymmal-ece-7b-slerp-v1,j-o-s-i-e-v4o-1-5b-dpo-stage1-v1,0.8816974174988008,26
3-prymmal-ece-7b-slerp-v1,ece-prymmal-yl-1b-slerp-v3,0.8816878461741693,27
3-prymmal-ece-7b-slerp-v1,rombos-llm-v2-5-qwen-1-5b,0.8775059208604475,21
34b-beta,casual-magnum-34b,0.8092222466804965,30
34b-beta,magnum-v3-9b-chatml,0.7613520624080417,28
34b-beta,dolphin-2-9-3-yi-1-5-34b-32k,0.7548520421546282,26
34b-beta,gemma-2-9b-it-abliterated,0.7392293344949977,28
34b-beta,mixtral-34bx2-moe-60b,0.7354216555412215,29
34b-beta,gemma-2-27b-it,0.7251409958711198,26
34b-beta,gemma-9b-base,0.7245229987043228,27
34b-beta,recoilme-gemma-2-ataraxy-9b-v0-2,0.7241354302923195,26
34b-beta,mn-12b-mag-mell-r1,0.7176777273397246,26
34b-beta,miniuslight-24b-test,0.7162956097588886,26
3bgeneral-ece-prymmal-martial,chocolatine-3b-instruct-dpo-revised-ties,0.9583752352118778,27
3bgeneral-ece-prymmal-martial,ece-prymmal-3b-slerp-2-v2,0.9563955696019792,21
3bgeneral-ece-prymmal-martial,ece-eiffel-3bv2,0.9408288999395535,25
3bgeneral-ece-prymmal-martial,chocolatine-3b-instruct-dpo-revised-ties-v2,0.9371115007179213,22
3bgeneral-ece-prymmal-martial,ece-prymmal-yl-3b-slerp-v3,0.930373749689797,26
3bgeneral-ece-prymmal-martial,3prymmal-phi3-3b-slerp,0.9260416945529778,24
3bgeneral-ece-prymmal-martial,chocolatine-3b-instruct-dpo-v1-0,0.915968164217615,27
3bgeneral-ece-prymmal-martial,ilab-merging-3b-v2,0.9110175260420037,26
3bgeneral-ece-prymmal-martial,ece-prymmal-3b-slerp-2-v1,0.9100365709537239,21
3bgeneral-ece-prymmal-martial,10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,0.9078816514494598,23
3bgeneralv2-ece-prymmal-martial,3blarenegv2-ece-prymmal-martial,0.9998406804126784,31
3bgeneralv2-ece-prymmal-martial,2-prymmal-ece-7b-slerp,0.9951925316130482,26
3bgeneralv2-ece-prymmal-martial,general3bv2-ece-prymmal-martial,0.994860942281313,33
3bgeneralv2-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,0.9901044581664524,33
3bgeneralv2-ece-prymmal-martial,qwenslerp-7b,0.9891084218636857,30
3bgeneralv2-ece-prymmal-martial,qwen2-5-7b-task2,0.9873036744348724,28
3bgeneralv2-ece-prymmal-martial,qwen2-5-homerslerp-7b,0.9855368100691289,33
3bgeneralv2-ece-prymmal-martial,qwenslerp2-7b,0.9808574211033977,31
3bgeneralv2-ece-prymmal-martial,bbai-7b-qwendyancabslaw,0.9801869110019239,34
3bgeneralv2-ece-prymmal-martial,bbai-7b-koenqwendyan,0.9801528232512869,35
3blareneg-ece-prymmal-martial,ece-eiffel-3bv2,0.978498496914656,23
3blareneg-ece-prymmal-martial,10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,0.8629436102172311,21
3blareneg-ece-prymmal-martial,10prymmal-3b-slerp,0.8289485628493439,26
3blareneg-ece-prymmal-martial,3bgeneral-ece-prymmal-martial,0.8256427470393339,20
3blareneg-ece-prymmal-martial,lyra4-gutenberg2-12b,0.8170326618272254,22
3blareneg-ece-prymmal-martial,ece-prymmal-yl-3b-slerp-v3,0.8105519583670031,26
3blareneg-ece-prymmal-martial,ece-eiffel-3b,0.8030547614487261,21
3blareneg-ece-prymmal-martial,caliburn-v2-12b,0.7729937047314442,25
3blareneg-ece-prymmal-martial,chocolatine-3b-instruct-dpo-revised-ties,0.7717877602483902,27
3blareneg-ece-prymmal-martial,orca-mini-v3-70b,0.7653765515432215,26
3blarenegv2-ece-prymmal-martial,3bgeneralv2-ece-prymmal-martial,0.9998406804126784,31
3blarenegv2-ece-prymmal-martial,2-prymmal-ece-7b-slerp,0.9969747397527197,20
3blarenegv2-ece-prymmal-martial,general3bv2-ece-prymmal-martial,0.9921321996158146,29
3blarenegv2-ece-prymmal-martial,qwen2-5-7b-task2,0.9891927131918281,22
3blarenegv2-ece-prymmal-martial,lareneg3bv2-ece-prymmal-martial,0.9878650687572468,27
3blarenegv2-ece-prymmal-martial,qwenslerp-7b,0.9870346133153995,25
3blarenegv2-ece-prymmal-martial,qwen2-5-homerslerp-7b,0.9848288677127546,26
3blarenegv2-ece-prymmal-martial,qwenslerp2-7b,0.9836192022110948,25
3blarenegv2-ece-prymmal-martial,homer-7b-v0-1,0.9781859936965477,25
3blarenegv2-ece-prymmal-martial,saka-7-6b,0.9772201551729384,29
3prymmal-phi3-3b-slerp,ece-prymmal-3b-slerp-2-v2,0.9903882224643308,23
3prymmal-phi3-3b-slerp,chocolatine-3b-instruct-dpo-revised-ties,0.9868282069852485,30
3prymmal-phi3-3b-slerp,chocolatine-3b-instruct-dpo-revised-ties-v2,0.9861456966279345,23
3prymmal-phi3-3b-slerp,ece-prymmal-3b-slerp-2-v1,0.9854241680842986,22
3prymmal-phi3-3b-slerp,ece-eiffel-3bv3,0.9835846335334798,23
3prymmal-phi3-3b-slerp,chocolatine-3b-instruct-dpo-v1-0,0.9749352541180815,28
3prymmal-phi3-3b-slerp,3bgeneral-ece-prymmal-martial,0.9260416945529778,24
3prymmal-phi3-3b-slerp,lareneg3b-ece-prymmal-martial,0.9242046869327948,26
3prymmal-phi3-3b-slerp,general3b-ece-prymmal-martial,0.9198944727010144,25
3prymmal-phi3-3b-slerp,ece-prymmal-3b-slerp-v2,0.9061896175572287,24
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,83k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9878242197218338,30
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,0.987129925455171,24
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,0.9844975076415398,28
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,0.9798963116871965,28
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,llama-3-2-1b-synopsys-0-11,0.9749949505501327,28
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,reasoning-0-5b,0.9743338747070526,31
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-irpo-5e-7-2ep-1alp-0lam,0.9733915997982753,23
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-dpo-3e-6-3ep-0alp-0lam,0.9731392118340313,28
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,qwen2-5-0-5b-sft-2e-5-2ep-mdpo-0-5-1e-7-1ep-0alp-0lam,0.9721326444034938,26
40k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,openhathi-7b-hi-v0-1-base,0.9708837690413122,28
4prymmal-gemma2-9b-slerp,recoilme-gemma-2-9b-v0-2,0.9707168186827344,28
4prymmal-gemma2-9b-slerp,gemma-2-ataraxy-gemmasutra-9b-slerp,0.9501288479367425,30
4prymmal-gemma2-9b-slerp,magot-v2-gemma2-8k-9b,0.9464098717773018,30
4prymmal-gemma2-9b-slerp,gemma-2-ataraxy-v3-advanced-9b,0.936664244425047,28
4prymmal-gemma2-9b-slerp,gemma-2-ataraxy-remix-9b,0.9252319346302325,27
4prymmal-gemma2-9b-slerp,recoilme-gemma-2-9b-v0-3,0.9247549979670219,26
4prymmal-gemma2-9b-slerp,gemma2-gutenberg-doppel-9b,0.9238534239417905,30
4prymmal-gemma2-9b-slerp,gemma-2-ataraxy-v4-advanced-9b,0.921369381540077,29
4prymmal-gemma2-9b-slerp,gemma2-gutenberg-9b,0.9161077330737669,28
4prymmal-gemma2-9b-slerp,gemma-2-ataraxy-9b,0.9107189485897983,27
70b-l3-3-cirrus-x1,set-70b,0.9951968832904191,27
70b-l3-3-cirrus-x1,thalassic-alpha-llama-70b,0.9917578102640199,22
